time,open,high,low,close,volume
2024-07-09 17:00:00,57693.72,57801.2,57372.56,57531.7,265.84579883
2024-07-09 18:00:00,57525.25,58295.31,57441.02,57907.42,1160.68173474
2024-07-09 19:00:00,57907.37,57942.52,57680.96,57858.29,1301.80493308
2024-07-09 20:00:00,57858.3,58103.6,57695.52,57940.49,354.07222597
2024-07-09 21:00:00,57938.05,57979.29,57750.22,57787.75,235.23616195
2024-07-09 22:00:00,57788.55,58273.34,57707.94,57935.15,392.3569378
2024-07-09 23:00:00,57935.14,58114.11,57855.65,58047.86,251.74092586
2024-07-10 00:00:00,58047.86,58047.87,57424.65,57490.71,311.50748965
2024-07-10 01:00:00,57493.61,58000.0,57340.7,57809.45,269.03774639
2024-07-10 02:00:00,57807.29,57919.99,57644.16,57887.24,145.34066441
2024-07-10 03:00:00,57894.5,58212.73,57846.45,58184.8,222.9004011
2024-07-10 04:00:00,58184.67,59441.77,58184.67,59348.58,1721.83122755
2024-07-10 05:00:00,59347.37,59481.93,58834.92,58989.19,496.50028912
2024-07-10 06:00:00,58987.7,59344.98,58861.1,59257.58,253.09964748
2024-07-10 07:00:00,59257.67,59304.63,58850.0,58983.38,172.52843661
2024-07-10 08:00:00,58985.13,59043.27,58605.47,58758.6,393.93532308
2024-07-10 09:00:00,58758.31,58780.0,58400.0,58493.34,405.8012324
2024-07-10 10:00:00,58493.37,58714.21,58308.09,58648.8,587.86857368
2024-07-10 11:00:00,58644.96,58709.93,58341.6,58483.17,461.28179236
2024-07-10 12:00:00,58485.87,58559.18,57741.61,58147.67,799.84374575
2024-07-10 13:00:00,58147.68,58288.77,57509.76,57759.28,1090.72365218
2024-07-10 14:00:00,57754.87,57884.38,57480.0,57702.69,663.02685493
2024-07-10 15:00:00,57699.69,58029.77,57484.7,57687.42,471.35831589
2024-07-10 16:00:00,57693.61,58015.23,57580.68,57691.41,410.48051937
2024-07-10 17:00:00,57691.41,57758.47,57430.0,57627.95,296.18740182
2024-07-10 18:00:00,57629.0,57783.1,57476.94,57623.51,302.49992226
2024-07-10 19:00:00,57617.98,57617.98,57333.43,57384.25,798.3325242
2024-07-10 20:00:00,57384.06,57547.03,57157.28,57404.84,447.10950314
2024-07-10 21:00:00,57404.83,57550.06,57270.14,57430.81,173.81806593
2024-07-10 22:00:00,57430.81,57835.79,57418.57,57703.09,394.91774211
2024-07-10 23:00:00,57696.98,57870.52,57582.0,57712.59,329.70122204
2024-07-11 00:00:00,57713.4,57713.42,57356.97,57613.52,324.03192479
2024-07-11 01:00:00,57613.51,58379.13,57464.22,58277.97,450.41301949
2024-07-11 02:00:00,58267.32,58365.21,57731.31,57866.42,283.49802093
2024-07-11 03:00:00,57864.33,57964.18,57036.41,57552.02,584.21881246
2024-07-11 04:00:00,57550.36,57780.1,57474.49,57768.67,187.56235606
2024-07-11 05:00:00,57772.02,58081.37,57695.11,57987.59,206.87909608
2024-07-11 06:00:00,57988.76,58095.05,57866.93,57997.64,147.77596829
2024-07-11 07:00:00,57993.4,58309.54,57911.18,58183.93,256.88153283
2024-07-11 08:00:00,58185.11,58318.21,58037.01,58149.0,150.89641428
2024-07-11 09:00:00,58154.08,58372.99,58061.5,58281.94,291.67650839
2024-07-11 10:00:00,58281.94,58488.0,58164.66,58450.0,253.58436098
2024-07-11 11:00:00,58449.99,58894.25,58386.62,58773.88,876.40805872
2024-07-11 12:00:00,58772.99,59533.06,58477.47,58812.57,1970.95948747
2024-07-11 13:00:00,58815.86,58985.79,58258.23,58571.78,1144.3108775
2024-07-11 14:00:00,58578.14,58692.41,57550.56,57797.42,1327.33986063
2024-07-11 15:00:00,57797.42,58141.34,57267.73,57411.66,726.05212166
2024-07-11 16:00:00,57411.64,57749.55,57180.25,57652.12,294.02591196
2024-07-11 17:00:00,57649.02,57944.35,57586.89,57802.02,272.56659379
2024-07-11 18:00:00,57802.03,58000.0,57669.81,57846.32,224.40980031
2024-07-11 19:00:00,57838.27,57861.74,57350.0,57386.03,539.89266018
2024-07-11 20:00:00,57387.78,57604.98,57215.63,57558.22,254.09031234
2024-07-11 21:00:00,57558.22,57628.68,57312.89,57459.91,158.1403275
2024-07-11 22:00:00,57461.22,57553.1,57147.97,57340.53,231.10198046
2024-07-11 23:00:00,57346.62,57403.61,57153.62,57340.77,276.81778808
2024-07-12 00:00:00,57343.66,57577.14,57152.37,57182.03,209.5468437
2024-07-12 01:00:00,57182.02,57362.15,56538.33,56949.33,512.28094743
2024-07-12 02:00:00,56949.32,57419.57,56883.58,57328.17,356.47692712
2024-07-12 03:00:00,57325.31,57368.88,56859.95,56916.82,174.92939541
2024-07-12 04:00:00,56916.82,57075.25,56721.41,57021.82,199.18812862
2024-07-12 05:00:00,57021.65,57125.2,56944.0,57030.71,197.98745408
2024-07-12 06:00:00,57030.7,57407.39,57023.78,57217.63,265.3919309
2024-07-12 07:00:00,57218.23,57316.56,56851.72,57114.39,426.34150103
2024-07-12 08:00:00,57114.38,57331.74,57022.96,57320.88,250.82828184
2024-07-12 09:00:00,57321.44,57325.91,56867.32,56953.32,157.95394006
2024-07-12 10:00:00,56953.31,57200.0,56763.56,57182.56,212.4151493
2024-07-12 11:00:00,57178.99,57296.44,57072.92,57225.1,232.64691323
2024-07-12 12:00:00,57225.09,57502.89,57102.47,57395.33,622.72814683
2024-07-12 13:00:00,57395.41,58024.8,57361.36,57863.87,909.56392453
2024-07-12 14:00:00,57863.87,58043.3,57702.51,57837.5,684.43629908
2024-07-12 15:00:00,57837.51,58295.08,57786.54,58221.0,551.52805561
2024-07-12 16:00:00,58221.78,58449.99,57944.78,58129.72,477.14626949
2024-07-12 17:00:00,58129.79,58336.07,57966.66,58180.37,685.70218234
2024-07-12 18:00:00,58176.05,58550.0,58082.9,58320.71,945.16518002
2024-07-12 19:00:00,58318.09,58381.28,57519.15,57611.34,1272.42537451
2024-07-12 20:00:00,57601.72,57672.94,57152.89,57539.5,734.94098345
2024-07-12 21:00:00,57539.51,57700.0,57504.19,57608.01,166.1152326
2024-07-12 22:00:00,57604.69,57898.41,57585.99,57796.43,159.52256263
2024-07-12 23:00:00,57797.13,57935.81,57725.0,57909.03,111.34237768
2024-07-13 00:00:00,57908.61,57949.99,57780.03,57855.76,123.93377098
2024-07-13 01:00:00,57855.77,57990.56,57813.65,57900.56,77.73691632
2024-07-13 02:00:00,57900.56,57983.55,57781.64,57963.06,69.80375048
2024-07-13 03:00:00,57961.8,58011.12,57806.43,57840.0,48.22177102
2024-07-13 04:00:00,57840.0,57878.02,57788.03,57799.98,47.67265118
2024-07-13 05:00:00,57796.83,58177.83,57770.92,58090.19,114.80495216
2024-07-13 06:00:00,58091.32,58238.08,58017.85,58046.42,82.63548735
2024-07-13 07:00:00,58049.74,58180.44,58023.46,58178.51,62.65564424
2024-07-13 08:00:00,58178.5,58208.64,57959.1,57970.55,64.45246464
2024-07-13 09:00:00,57976.03,58844.02,57931.05,58687.09,385.50683462
2024-07-13 10:00:00,58687.09,58776.8,58355.2,58441.16,134.17981955
2024-07-13 11:00:00,58448.32,58610.28,58388.2,58541.5,110.62578426
2024-07-13 12:00:00,58541.51,58898.0,58439.79,58767.35,324.20972047
2024-07-13 13:00:00,58763.57,58836.56,58572.77,58625.45,223.50263526
2024-07-13 14:00:00,58620.46,58809.62,58477.14,58805.25,104.65354655
2024-07-13 15:00:00,58798.52,58887.29,58691.63,58848.18,169.04162217
2024-07-13 16:00:00,58848.11,58978.53,58607.16,58630.0,199.41395659
2024-07-13 17:00:00,58630.0,58717.69,58580.0,58717.68,90.64465769
2024-07-13 18:00:00,58717.68,58818.57,58580.57,58645.22,92.80094052
2024-07-13 19:00:00,58650.66,58759.08,58606.08,58636.19,68.65198766
2024-07-13 20:00:00,58629.11,58696.84,58573.53,58606.46,62.93988511
2024-07-13 21:00:00,58606.44,58713.98,58584.01,58701.48,56.94387639
2024-07-13 22:00:00,58701.85,59583.0,58292.08,59502.95,899.906017
2024-07-13 23:00:00,59497.64,59875.0,59135.2,59224.58,640.166765
2024-07-14 00:00:00,59224.58,59810.23,59209.2,59764.23,327.75392945
2024-07-14 01:00:00,59764.25,59858.77,59457.42,59724.97,348.3095536
2024-07-14 02:00:00,59724.97,59772.98,59290.05,59381.59,158.72300964
2024-07-14 03:00:00,59380.91,59604.95,59354.14,59483.51,89.92164591
2024-07-14 04:00:00,59482.45,60107.87,59433.8,59974.6,374.93319838
2024-07-14 05:00:00,59971.92,60316.56,59823.92,60285.66,368.62025258
2024-07-14 06:00:00,60288.92,60356.45,59816.3,59903.55,216.8654485
2024-07-14 07:00:00,59897.11,60161.62,59846.46,60086.41,119.41495708
2024-07-14 08:00:00,60088.05,60431.16,60088.05,60223.06,174.63758141
2024-07-14 09:00:00,60216.14,60391.28,60148.05,60216.84,124.21332824
2024-07-14 10:00:00,60216.32,60264.62,59928.29,59955.03,182.49640175
2024-07-14 11:00:00,59955.03,60166.69,59934.91,60136.84,183.6406863
2024-07-14 12:00:00,60136.83,60146.49,59589.61,59609.28,342.84746643
2024-07-14 13:00:00,59609.28,59801.77,59599.27,59718.1,157.88451029
2024-07-14 14:00:00,59716.09,60247.49,59492.0,60030.43,230.40943631
2024-07-14 15:00:00,60030.43,60170.02,59887.2,60100.85,147.24173357
2024-07-14 16:00:00,60099.0,60136.07,59905.24,60124.17,164.1557612
2024-07-14 17:00:00,60124.29,60214.7,59940.5,60030.33,164.82395961
2024-07-14 18:00:00,60030.33,60109.42,59960.0,60052.82,94.55379079
2024-07-14 19:00:00,60052.82,60061.34,59918.71,59927.3,78.55022627
2024-07-14 20:00:00,59932.9,60421.67,59900.0,60117.78,237.20418745
2024-07-14 21:00:00,60113.29,61428.67,60045.61,61299.11,755.30960386
2024-07-14 22:00:00,61299.12,61422.89,60775.73,60880.19,642.27419028
2024-07-14 23:00:00,60880.01,61195.84,60710.01,60808.42,447.58917168
2024-07-15 00:00:00,60804.97,61338.5,60666.59,61239.98,649.60405461
2024-07-15 01:00:00,61239.99,61832.0,61197.89,61428.5,777.17474634
2024-07-15 02:00:00,61428.5,62650.0,61324.8,62520.38,1601.34128855
2024-07-15 03:00:00,62519.48,62854.15,62359.95,62681.98,967.52178038
2024-07-15 04:00:00,62685.35,62880.0,62458.45,62631.58,627.09589197
2024-07-15 05:00:00,62635.9,62999.99,62557.96,62844.98,565.48128134
2024-07-15 06:00:00,62838.67,63058.07,62739.07,62899.99,742.87229048
2024-07-15 07:00:00,62900.04,63123.99,62783.72,62876.53,694.48402161
2024-07-15 08:00:00,62874.14,63293.19,62822.98,62915.59,411.13410201
2024-07-15 09:00:00,62915.37,62931.43,62544.6,62670.19,464.21695587
2024-07-15 10:00:00,62664.86,62833.49,62440.34,62562.43,190.23758055
2024-07-15 11:00:00,62568.26,62633.23,62316.01,62470.09,196.1542249
2024-07-15 12:00:00,62464.96,62842.04,62459.0,62635.9,336.52366087
2024-07-15 13:00:00,62641.37,63007.71,62486.73,62941.34,942.55233872
2024-07-15 14:00:00,62941.96,63283.69,62765.67,63257.44,1235.79650903
2024-07-15 15:00:00,63257.44,63367.35,62905.77,63070.68,1228.95326837
2024-07-15 16:00:00,63070.68,63703.61,62888.84,63470.03,1559.36372132
2024-07-15 17:00:00,63471.51,63803.58,63132.74,63139.64,1296.20741015
2024-07-15 18:00:00,63139.65,63721.52,63042.38,63575.85,1253.57292045
2024-07-15 19:00:00,63575.84,63935.15,63242.47,63426.27,2170.49633455
2024-07-15 20:00:00,63426.27,63828.68,63319.44,63780.38,559.4541606
2024-07-15 21:00:00,63775.01,63840.0,63351.69,63570.44,276.69180085
2024-07-15 22:00:00,63569.66,64809.0,63537.3,64384.83,1255.93183426
2024-07-15 23:00:00,64389.65,64943.61,64266.41,64757.16,598.87170179
2024-07-16 00:00:00,64757.16,64999.99,64461.32,64651.15,486.79292889
2024-07-16 01:00:00,64651.15,64909.04,64500.05,64875.66,357.03122024
2024-07-16 02:00:00,64876.34,64880.31,64566.69,64859.66,344.36280174
2024-07-16 03:00:00,64856.41,64899.54,64646.81,64786.96,352.29326023
2024-07-16 04:00:00,64786.95,65025.74,64506.45,64523.29,446.37976829
2024-07-16 05:00:00,64523.29,64597.3,63481.55,63671.03,1074.08373779
2024-07-16 06:00:00,63671.02,63899.99,62786.14,62913.62,684.0922293
2024-07-16 07:00:00,62924.43,63371.0,62758.27,62941.27,859.98458019
2024-07-16 08:00:00,62944.76,63136.06,62410.33,62843.16,432.80682473
2024-07-16 09:00:00,62846.97,63282.95,62702.59,63207.18,310.28136216
2024-07-16 10:00:00,63206.68,63676.88,63101.27,63457.27,437.66755934
2024-07-16 11:00:00,63457.28,63893.13,63176.33,63786.86,446.07698283
2024-07-16 12:00:00,63786.86,64296.22,63638.85,63770.79,516.09395953
2024-07-16 13:00:00,63770.79,64139.18,63425.64,63453.66,828.71330912
2024-07-16 14:00:00,63453.66,63925.66,63088.87,63851.03,845.81549181
2024-07-16 15:00:00,63854.82,64999.99,63810.62,64904.68,1135.61230294
2024-07-16 16:00:00,64904.66,65240.37,64246.13,64536.71,1077.25228669
2024-07-16 17:00:00,64536.71,64686.06,64142.46,64591.92,694.06670734
2024-07-16 18:00:00,64586.73,64972.84,64443.54,64826.08,568.11001885
2024-07-16 19:00:00,64824.63,65241.21,64625.29,65208.43,1031.59150268
2024-07-16 20:00:00,65206.17,65231.97,64647.07,64696.5,310.35507262
2024-07-16 21:00:00,64692.99,64871.99,64517.25,64522.85,278.9915744
2024-07-16 22:00:00,64522.86,64660.47,64170.29,64645.04,439.14627161
2024-07-16 23:00:00,64641.49,65405.89,64641.46,65088.99,734.31826971
2024-07-17 00:00:00,65086.55,65650.0,64978.06,65545.01,432.61700637
2024-07-17 01:00:00,65545.0,66139.0,65473.26,65695.45,672.20844331
2024-07-17 02:00:00,65692.44,65939.39,65566.66,65648.94,301.84330505
2024-07-17 03:00:00,65645.56,65833.75,65418.55,65735.71,201.27238019
2024-07-17 04:00:00,65730.46,66047.27,65569.87,65873.09,328.42936328
2024-07-17 05:00:00,65873.15,66040.51,65643.23,65668.29,297.65116331
2024-07-17 06:00:00,65668.29,65841.98,65502.16,65606.53,166.66389114
2024-07-17 07:00:00,65606.53,65609.99,65233.7,65276.82,228.31288942
2024-07-17 08:00:00,65276.83,65504.47,64834.44,65201.48,533.56250089
2024-07-17 09:00:00,65201.48,65542.87,65101.04,65348.17,197.60791325
2024-07-17 10:00:00,65350.3,65377.43,65107.01,65137.71,164.69284847
2024-07-17 11:00:00,65137.72,65171.93,64568.0,64739.45,364.2291526
2024-07-17 12:00:00,64740.62,65031.42,64580.83,64748.85,295.80099576
2024-07-17 13:00:00,64742.82,65341.99,64540.01,65147.82,784.79372742
2024-07-17 14:00:00,65147.82,65267.9,64664.0,65041.21,799.58348169
2024-07-17 15:00:00,65046.09,65425.2,64652.12,64747.9,606.07549173
2024-07-17 16:00:00,64750.52,64798.29,63853.99,64253.38,1090.80211986
2024-07-17 17:00:00,64259.35,64435.97,63949.45,64301.6,481.56564268
2024-07-17 18:00:00,64301.6,64590.49,64229.34,64520.52,636.97108383
2024-07-17 19:00:00,64520.53,64782.1,64460.42,64602.85,600.35104233
2024-07-17 20:00:00,64604.79,64698.56,64508.87,64527.93,346.285453
2024-07-17 21:00:00,64527.93,64569.67,64069.09,64329.54,367.22155601
2024-07-17 22:00:00,64325.13,64467.27,64114.55,64275.34,464.67917112
2024-07-17 23:00:00,64274.75,64374.66,64080.8,64085.81,284.57646824
2024-07-18 00:00:00,64085.82,64540.44,63904.27,64444.43,349.50776825
2024-07-18 01:00:00,64444.43,64678.0,64358.6,64674.47,152.88265415
2024-07-18 02:00:00,64674.46,65117.16,64250.39,64697.57,397.2987786
2024-07-18 03:00:00,64697.56,64957.71,64612.79,64859.01,146.82946769
2024-07-18 04:00:00,64859.01,64883.51,64532.06,64572.64,123.19223965
2024-07-18 05:00:00,64572.64,64867.41,64398.49,64753.5,115.04195233
2024-07-18 06:00:00,64753.5,65065.0,64709.28,65001.86,106.7064447
2024-07-18 07:00:00,65001.88,65039.75,64658.25,64681.36,84.26974128
2024-07-18 08:00:00,64681.36,64968.59,64640.08,64947.96,74.47009967
2024-07-18 09:00:00,64946.1,64953.45,64732.54,64865.92,75.94674275
2024-07-18 10:00:00,64865.99,64865.99,64500.76,64622.85,112.00480235
2024-07-18 11:00:00,64628.45,64781.65,64448.89,64769.38,517.43147302
2024-07-18 12:00:00,64769.25,65040.05,64736.81,64855.58,208.74217286
2024-07-18 13:00:00,64859.7,65130.88,64513.31,64607.64,482.38180798
2024-07-18 14:00:00,64609.06,64725.26,63685.24,64009.11,871.17589887
2024-07-18 15:00:00,64000.0,64008.92,63394.13,63531.57,1012.44560412
2024-07-18 16:00:00,63530.01,63920.65,63308.41,63913.41,507.25280191
2024-07-18 17:00:00,63914.53,63962.23,63500.01,63554.95,332.87719778
2024-07-18 18:00:00,63554.96,63659.21,63320.64,63518.78,354.08675447
2024-07-18 19:00:00,63518.69,63756.34,63222.6,63547.89,623.96385443
2024-07-18 20:00:00,63549.19,63843.61,63423.94,63812.93,319.71337979
2024-07-18 21:00:00,63813.64,63905.35,63741.62,63836.02,224.94249568
2024-07-18 22:00:00,63836.02,64111.11,63700.0,64020.28,247.66643274
2024-07-18 23:00:00,64020.27,64088.1,63937.19,63982.86,196.69703876
2024-07-19 00:00:00,63977.64,64021.54,63543.9,63592.94,223.74274896
2024-07-19 01:00:00,63592.94,63847.65,63289.15,63803.79,188.89620343
2024-07-19 02:00:00,63802.6,63933.04,63630.0,63820.17,142.39650541
2024-07-19 03:00:00,63820.18,64371.39,63800.0,64319.52,234.3368616
2024-07-19 04:00:00,64315.5,64376.9,64127.18,64136.56,180.74149351
2024-07-19 05:00:00,64134.93,64248.18,64076.7,64164.83,168.25544346
2024-07-19 06:00:00,64164.83,64478.26,64126.52,64205.8,173.82837868
2024-07-19 07:00:00,64205.79,64205.8,63607.41,63701.23,626.90647309
2024-07-19 08:00:00,63704.17,63882.97,63405.07,63798.91,210.06088709
2024-07-19 09:00:00,63798.91,64106.28,63642.45,63691.76,161.92319196
2024-07-19 10:00:00,63691.0,64143.62,63639.4,63980.6,179.08560973
2024-07-19 11:00:00,63988.78,64178.57,63900.0,64104.47,129.76307413
2024-07-19 12:00:00,64110.18,64443.5,64031.06,64420.0,526.69307296
2024-07-19 13:00:00,64420.0,65500.0,64046.75,65162.61,1888.76672197
2024-07-19 14:00:00,65162.61,65919.99,65004.71,65753.78,1436.53156618
2024-07-19 15:00:00,65753.77,65869.15,65277.14,65857.42,1033.86012008
2024-07-19 16:00:00,65852.24,66572.0,65843.42,66453.95,1965.55971248
2024-07-19 17:00:00,66453.94,66874.39,66275.0,66777.78,1035.77363678
2024-07-19 18:00:00,66777.74,66851.4,66444.15,66827.78,877.572482
2024-07-19 19:00:00,66827.77,67504.22,66827.77,67207.36,2277.35658439
2024-07-19 20:00:00,67207.36,67277.76,66927.39,66985.5,680.40523749
2024-07-19 21:00:00,66985.5,67400.0,66930.0,66932.89,328.26596413
2024-07-19 22:00:00,66930.01,67040.03,66698.03,66763.29,263.13800695
2024-07-19 23:00:00,66758.02,66958.3,66651.53,66707.61,229.19748091
2024-07-20 00:00:00,66707.61,66875.0,66315.99,66477.45,337.98150033
2024-07-20 01:00:00,66475.77,66756.43,66271.0,66404.74,218.73941542
2024-07-20 02:00:00,66404.34,66685.04,66366.33,66612.96,153.83447662
2024-07-20 03:00:00,66611.62,66795.39,66596.85,66639.8,115.44172892
2024-07-20 04:00:00,66638.58,66749.4,66514.2,66699.81,124.18158261
2024-07-20 05:00:00,66699.8,66699.81,66466.19,66573.26,109.32428751
2024-07-20 06:00:00,66573.25,66717.17,66537.38,66665.32,74.02545476
2024-07-20 07:00:00,66665.32,66809.12,66556.03,66603.18,132.04962561
2024-07-20 08:00:00,66603.18,66681.63,66505.64,66544.86,77.12265627
2024-07-20 09:00:00,66544.87,66779.7,66516.75,66624.9,117.62188431
2024-07-20 10:00:00,66622.21,66699.99,66513.52,66560.24,139.04719585
2024-07-20 11:00:00,66559.0,66600.35,66507.38,66517.47,104.6196376
2024-07-20 12:00:00,66517.48,66600.0,66507.21,66514.52,132.35838892
2024-07-20 12:00:00,66517.48,66600.0,66507.21,66514.52,132.35838892
2024-07-20 13:00:00,66514.51,66687.76,66315.28,66567.05,145.2934532
2024-07-20 14:00:00,66565.05,66723.49,66531.41,66614.51,113.66356624
2024-07-20 15:00:00,66614.51,66862.84,66614.5,66857.02,148.41117467
2024-07-20 16:00:00,66857.03,67083.12,66712.42,66851.48,247.13167022
2024-07-20 17:00:00,66851.48,67625.36,66794.7,67454.34,687.92650517
2024-07-20 18:00:00,67460.07,67635.0,67261.32,67504.59,310.69094726
2024-07-20 19:00:00,67509.82,67562.28,67175.38,67269.08,279.91806195
2024-07-20 20:00:00,67269.09,67480.03,67258.28,67391.71,194.25933511
2024-07-20 21:00:00,67383.93,67391.69,66838.59,67129.19,378.53542309
2024-07-20 22:00:00,67129.19,67328.08,66885.94,67134.52,248.50606595
2024-07-20 23:00:00,67139.32,67219.27,67100.31,67163.83,80.70481376
2024-07-21 00:00:00,67163.82,67350.6,66985.97,67096.89,104.85461751
2024-07-21 01:00:00,67096.89,67469.86,67069.83,67300.0,102.63484572
2024-07-21 02:00:00,67300.01,67421.82,67292.27,67304.88,73.48926829
2024-07-21 03:00:00,67304.87,67407.76,67175.5,67198.86,83.53055362
2024-07-21 04:00:00,67198.85,67256.11,67030.0,67070.42,64.05177013
2024-07-21 05:00:00,67070.42,67133.87,66920.37,67079.38,98.78305726
2024-07-21 06:00:00,67079.37,67124.54,66649.8,66747.4,166.22238732
2024-07-21 07:00:00,66745.34,66845.76,66611.03,66726.43,87.66494922
2024-07-21 08:00:00,66726.43,66923.75,66696.1,66821.0,63.95624598
2024-07-21 09:00:00,66821.01,67049.51,66787.13,66999.25,71.91034215
2024-07-21 10:00:00,66997.13,67095.51,66822.76,66823.5,75.05196154
2024-07-21 11:00:00,66825.72,66909.75,66786.49,66900.39,79.98476162
2024-07-21 12:00:00,66900.39,67010.7,66861.06,66950.29,97.44411151
2024-07-21 13:00:00,66950.28,67000.0,66640.79,66799.14,115.15845825
2024-07-21 14:00:00,66798.81,67416.38,66716.04,67314.55,241.20438761
2024-07-21 15:00:00,67314.54,67532.22,67008.0,67197.39,321.5010812
2024-07-21 16:00:00,67196.54,67619.99,66979.57,67593.63,385.49531905
2024-07-21 17:00:00,67593.63,67756.51,66520.0,66679.78,699.1782879
2024-07-21 18:00:00,66679.79,67369.53,65820.18,66892.09,991.33857373
2024-07-21 19:00:00,66893.43,67750.0,66808.8,67448.39,329.46530828
2024-07-21 20:00:00,67444.16,68236.15,67300.27,67741.67,706.62764203
2024-07-21 21:00:00,67741.68,68295.0,67579.16,68201.44,407.5294304
2024-07-21 22:00:00,68201.65,68380.0,67948.94,68028.84,346.70205005
2024-07-21 23:00:00,68028.83,68220.47,67878.27,68181.28,314.08260307
2024-07-22 00:00:00,68181.16,68495.0,68042.97,68208.19,334.77803548
2024-07-22 01:00:00,68208.18,68257.28,67764.08,67854.48,357.19997301
2024-07-22 02:00:00,67854.44,68219.19,67755.0,68095.96,309.101772
2024-07-22 03:00:00,68094.85,68121.57,67844.9,67893.28,554.04235006
2024-07-22 04:00:00,67893.3,68029.08,67773.19,67933.98,229.93751398
2024-07-22 05:00:00,67933.99,67959.66,67536.36,67638.96,432.77572313
2024-07-22 06:00:00,67637.53,67754.68,67143.87,67420.12,281.95058857
2024-07-22 07:00:00,67420.11,67420.11,67191.43,67255.27,333.77146952
2024-07-22 08:00:00,67255.26,67412.18,67043.03,67086.86,331.71440341
2024-07-22 09:00:00,67086.85,67440.63,66961.37,67435.37,158.42024109
2024-07-22 10:00:00,67429.63,67542.03,67305.27,67436.99,177.7518712
2024-07-22 11:00:00,67436.98,67611.86,67300.0,67527.77,175.88166255
2024-07-22 12:00:00,67527.77,67728.54,67371.35,67720.0,272.34865604
2024-07-22 13:00:00,67720.0,68012.0,66987.78,67107.37,1085.40466298
2024-07-22 14:00:00,67110.03,67350.0,66593.61,66722.6,957.83526827
2024-07-22 15:00:00,66722.6,67203.07,66569.42,67073.72,471.50792391
2024-07-22 16:00:00,67078.92,67329.67,66822.06,67058.6,458.03762912
2024-07-22 17:00:00,67060.93,67498.31,67019.12,67485.21,324.16619591
2024-07-22 18:00:00,67485.22,67697.71,67344.76,67472.16,396.56863152
2024-07-22 19:00:00,67472.17,68339.99,67395.6,68276.66,2679.8756748
